epoch,coarse_loss,rec_loss,adv_loss,percept_loss,fm_loss,gen_loss,disc_loss,gen_lr,disc_lr
1,0.0401678907129824,6.964397582722699,-0.1751446261356486,0.3182029149792247,0.0622123428043648,10.593405545376074,1.896492120767236,0.0001,0.0003
2,0.0326499714742825,5.378601039306939,-0.2070103587720218,0.2147706065615588,0.0664860639923443,7.984157373150214,1.9610912236882243,0.0001,0.0003
3,0.0312052765887292,5.163753558834418,-0.209172954640787,0.2062665773368121,0.0655599094772753,7.672845473152752,1.9656224975213543,0.0001,0.00027
4,0.0303023297332859,4.990185315758808,-0.1956124622840718,0.2449614738567054,0.0648194195667442,7.892381792464149,1.9500052432885904,9.5e-05,0.00027
5,0.0296445900956174,4.9117921961015725,-0.1818903887540993,0.2854667862671552,0.0650641808026061,8.235211467946572,1.9372676269829163,9.5e-05,0.000243
6,0.0290721200220173,4.818262118984825,-0.178729482654248,0.3015659708368334,0.0649681448495518,8.30487379597192,1.930894052204088,9.5e-05,0.000243
7,0.0284703276333211,4.721019281782414,-0.16980013984089,0.3281934764952177,0.0656734836958871,8.48988872464653,1.9208698377440512,9.025e-05,0.0002187
8,0.0279574295337686,4.638468680038476,-0.1662042791193181,0.3407893337495739,0.0654792118251614,8.534949864462572,1.9144879213697377,9.025e-05,0.0002187
9,0.0274503038010813,4.552110483618755,-0.1602207856472124,0.3576027665462269,0.0652704274939865,8.62062163495523,1.906346524176327,9.025e-05,0.00019683
10,0.0269691658071614,4.471284226283131,-0.156964547027532,0.3656665178026056,0.0657064639841041,8.628049487962892,1.9018182294844417,8.573749999999999e-05,0.00019683
11,0.026560313746224,4.421597918335296,-0.1528974234003203,0.3807107960854164,0.0651029702537375,8.726838162499568,1.894377526311776,8.573749999999999e-05,0.000177147
12,0.0261798711525432,4.339409821785536,-0.151371060383618,0.3820945030672656,0.0643980844836179,8.652964646093288,1.8926794158023184,8.573749999999999e-05,0.000177147
13,0.0257711801126762,4.255164819493972,-0.1464078855485433,0.3956530196427426,0.0637623668944348,8.702910800326372,1.8853620490771807,8.1450625e-05,0.0001594323
14,0.0254511273914381,4.211564443255431,-0.1450409065884304,0.3956455830632367,0.0634733716308925,8.65771308041259,1.8833201456680904,8.1450625e-05,0.0001594323
15,0.0251470238823827,4.18635635480712,-0.1447310014204545,0.3995784942863044,0.0635769302576616,8.673179605517756,1.88174656326266,8.1450625e-05,0.00014348907
16,0.0248338093701579,4.119294866983159,-0.142641096598059,0.4007543755275873,0.0630280773579856,8.614478286698942,1.879073081909701,7.737809374999998e-05,0.00014348907
17,0.024567127041405,4.080791588452184,-0.1405305612225442,0.4066085424581048,0.0629092696951867,8.635439133775023,1.875151340375229,7.737809374999998e-05,0.000129140163
18,0.0243208972723555,4.036758493184316,-0.1396003988474298,0.4044245198923615,0.0627476221985792,8.568879508041187,1.8749016883389265,7.737809374999998e-05,0.000129140163
19,0.0240569153369891,3.996278598877335,-0.1379591899357458,0.4100452399130199,0.0627020004070736,8.585791809810525,1.870706461638194,7.350918906249998e-05,0.0001162261467
20,0.0238379488504236,3.9583166330016337,-0.1370059392159853,0.4128000719326163,0.0625277210329275,8.574588626968636,1.8695434048962785,7.350918906249998e-05,0.0001162261467
21,0.0236560705295736,3.93886959530945,-0.1347421270234327,0.4142876561546995,0.0622794163720756,8.569798197231327,1.866078067800488,7.350918906249998e-05,0.00010460353203
22,0.0234251742485894,3.899697390324172,-0.1335346810769714,0.4149766028872927,0.0622013396605658,8.537942138076048,1.8647034920302008,6.983372960937497e-05,0.00010460353203
23,0.0232509010578798,3.881879220727452,-0.1331504463349412,0.4155456937344937,0.0625556813322275,8.52974252776448,1.8636917756635143,6.983372960937497e-05,9.4143178827e-05
24,0.0230928680997585,3.8455114302073694,-0.1329101785935593,0.4153077366549915,0.0619187544533543,8.484866158565127,1.862216504919158,6.983372960937497e-05,9.4143178827e-05
25,0.0229348243078383,3.832624197297157,-0.1325182725628241,0.4170385396847861,0.0621034444978573,8.491525757669166,1.861618889185479,6.983372960937497e-05,8.472886094430003e-05
26,0.0227825426825568,3.817695144548003,-0.1330189917275206,0.4146066239561665,0.06283885628085,8.459130959804645,1.8623094541259917,6.983372960937497e-05,8.472886094430003e-05
27,0.0226403669714973,3.800458523760197,-0.132341497769219,0.41346218960179,0.0628717721890501,8.431456643826646,1.8606363684029896,6.983372960937497e-05,7.625597484987001e-05
28,0.0224854194140374,3.778681920169693,-0.1323869669124656,0.4149965587878387,0.0625376093330326,8.421636638734455,1.8609360700122024,6.983372960937497e-05,7.625597484987001e-05
29,0.022360106045408647,3.764834546402797,-0.13254743090775625,0.41133015155064906,0.06219753954852769,8.367564011958404,1.8601704307123246,6.983372960937497e-05,6.863037736488302e-05
30,0.022242183992531223,3.748852444102373,-0.13215936052137356,0.40989785214580365,0.06252068080476249,8.340878408081725,1.8597551384228188,6.983372960937497e-05,6.863037736488302e-05
